"frame","head_patient","torso_patient","legs_patient","head_therapist","torso_therapist","legs_therapist"
856,86,4106,0,0,133,24
857,61,3909,0,0,260,23
858,64,3555,0,0,304,9
859,36,2829,0,0,278,14
860,8,2086,0,0,99,0
861,0,1390,0,0,21,0
862,0,1234,0,0,0,0
863,0,1849,0,0,4,0
864,0,2415,0,0,0,1
865,0,2720,0,0,0,6
866,6,2966,55,0,0,0
867,30,2896,185,0,1,3
868,46,2854,257,0,0,0
869,15,2939,224,0,0,0
870,8,2998,50,0,0,0
871,0,2976,0,0,1,0
872,0,2307,0,0,1,0
873,5,1518,0,0,2,6
874,7,1004,0,0,13,19
875,0,605,0,0,105,28
876,6,1624,0,0,148,3
877,26,2601,0,0,28,0
878,13,3181,45,0,2,0
879,0,3228,14,0,13,0
880,10,3067,28,0,15,0
881,9,2668,25,0,9,0
882,0,2104,85,0,3,0
883,0,1621,211,0,0,0
884,0,1459,529,0,0,0
885,26,920,846,0,0,0
886,31,1042,1338,0,1,0
887,0,1602,1738,0,5,0
888,6,2002,1391,0,0,0
889,0,2701,667,0,4,0
890,0,2942,14,0,20,0
891,0,2342,0,0,3,0
892,0,1919,0,0,0,0
893,34,1137,0,2,21,0
894,195,643,0,0,2,0
895,245,386,0,0,5,0
896,351,257,0,2,16,0
897,279,20,0,0,5,0
898,224,14,0,1,0,0
899,101,128,0,0,0,0
900,114,226,0,0,0,0
901,22,254,1,0,4,0
902,0,367,0,0,0,0
903,3,162,0,0,0,0
904,0,93,0,0,0,0
905,5,223,0,0,0,0
906,0,209,0,0,0,0
907,0,161,10,0,20,0
908,11,81,0,0,86,10
909,9,31,0,0,44,7
910,26,30,0,0,3,0
911,0,0,0,0,5,0
912,0,6,0,0,0,0
913,3,8,0,0,0,0
914,0,0,0,0,0,0
915,0,0,0,0,0,0
916,15,100,0,0,4,2
917,4,158,0,0,1,0
918,0,142,0,14,0,0
919,0,113,0,0,0,0
920,0,3,0,0,0,0
921,0,0,0,0,4,0
922,0,72,0,0,5,0
923,0,222,0,0,0,0
924,0,259,0,0,46,0
925,0,152,0,0,68,0
926,0,2,0,0,192,0
927,0,0,0,0,103,0
928,0,0,0,0,146,0
929,0,0,0,0,288,0
930,0,3,0,0,382,0
931,0,0,0,3,457,12
932,0,0,0,0,472,4
933,0,0,0,0,449,0
934,0,0,0,0,297,0
935,0,0,0,0,271,5
936,11,0,0,0,119,0
937,27,0,0,0,65,0
938,15,0,0,0,63,0
939,0,0,0,0,34,0
940,0,0,0,0,33,0
941,0,18,0,0,40,0
942,0,18,0,0,93,0
943,1,0,0,0,47,0
944,42,0,0,0,27,0
945,0,0,0,2,8,0
946,0,0,0,7,25,0
947,0,0,0,0,34,0
948,6,0,0,0,0,0
949,13,0,0,0,2,0
950,13,0,0,0,36,0
951,32,0,0,0,23,0
952,28,0,0,0,36,0
953,37,0,0,0,70,0
954,0,0,0,0,10,0
955,1,0,0,0,3,0
956,13,0,0,0,0,0
957,0,0,0,21,0,0
958,0,0,0,7,0,0
959,0,0,0,0,0,0
960,0,0,0,0,0,0
961,0,0,0,2,14,0
962,0,0,0,0,0,0
963,0,0,0,0,0,0
964,3,0,0,0,0,0
965,7,0,0,0,0,0
966,0,0,0,0,0,0
967,0,0,0,0,0,1
968,0,0,0,15,3,0
969,0,0,0,80,97,6
970,0,0,0,216,582,41
971,0,0,0,158,747,312
972,0,0,0,2,680,672
973,0,0,0,11,887,801
974,0,0,0,0,428,363
975,0,0,0,0,705,637
976,0,0,0,0,804,765
977,0,0,0,1,475,458
978,0,0,0,20,217,161
979,0,0,0,12,399,493
980,0,0,0,1,536,759
